customer_id,city,region,city_tier,age_band,gender,occupation,monthly_income_inr,diet_preference,fitness_goal,current_mood_state,primary_meal_occasion,preferred_cuisine,spice_preference,packaging_preference,preferred_order_channel,preferred_payment_mode,delivery_speed_preference,meal_plan_preference,price_sensitivity_score,health_orientation_score,convenience_need_score,personalization_interest_score,subscription_interest_score,social_media_influence_score,office_lunch_need_score,breakfast_need_score,indulgence_score,preferred_product_category_1,preferred_product_category_2,order_frequency_per_month,avg_order_value_inr,monthly_food_delivery_spend_inr,discount_response_pct,likely_to_try_moodmeal,bundle_affinity,subscription_propensity,health_segment,purchase_intent_score,purchase_intent_label,sales_funnel_stage,age_band_code,city_tier_code,purchase_intent_binary,bundle_affinity_code,subscription_propensity_code,sales_funnel_stage_code,fitness_goal_score,diet_preference_score,income_segment,avg_order_value_segment,monthly_spend_segment,wellness_index,value_seeking_index,digital_convenience_index,meal_need_intensity_index,customer_potential_score,priority_segment
MM103725,Hyderabad,South,Metro,35-44,Male,Corporate Professional,64051,Non-Veg,Balanced Eating,Stressed,Breakfast,Fusion,Medium,Value/Functional,Zomato/Swiggy,Credit/Debit Card,Planned/Subscription,Weekly Subscription,43,69,79,76,55,35,70,100,21,Personalised Healthy Meal Bowls,Office Lunch & Subscription Packs,7,526,3278,30,1,Medium,Medium,High,83,Interested,Trial Ordered,3,1,1,2,2,4,8,6,Affluent,Premium,Moderate,70.0,37.2,54.2,78.8,63.1,High Potential
MM103726,Lucknow,North,Tier 2,35-44,Female,Creative/Media,74207,Non-Veg,Balanced Eating,Low Energy,Lunch,Mediterranean,Spicy,Premium,Zomato/Swiggy,Cash on Delivery,Planned/Subscription,Monthly Subscription,62,35,66,95,29,44,8,25,9,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,5,455,2831,32,1,Low,Low,Medium,72,Interested,Awareness/Consideration,3,3,1,1,1,2,8,6,Affluent,Premium,Moderate,54.8,48.5,52.0,29.4,51.2,Nurture
MM103727,Kolkata,East,Metro,25-34,Male,Corporate Professional,95902,Veg,Weight Loss,Stressed,Lunch,North Indian,Spicy,Eco-friendly,Zomato/Swiggy,Credit/Debit Card,Under 20 min,On-demand,74,100,79,99,29,51,71,58,19,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,3,503,1208,31,0,Medium,Low,High,58,Interested,High Intent Lead,2,1,1,2,1,3,10,6,Affluent,Premium,Light,90.0,54.6,58.0,60.8,53.6,Nurture
MM103728,Chandigarh,North,Tier 2,25-34,Female,Corporate Professional,144441,Non-Veg,Convenience First,Stressed,Breakfast,Pan-Asian,Medium,Value/Functional,Own App/Website,UPI,20-40 min,On-demand,49,89,52,61,62,58,54,90,61,Breakfast & Snack Boxes,Comfort Food Combo Boxes,3,416,1018,10,0,Low,Medium,High,59,Interested,Awareness/Consideration,2,3,1,1,2,2,5,6,Upper Affluent,Premium,Light,70.1,31.4,48.7,57.9,51.9,Nurture
MM103729,Ahmedabad,West,Tier 1,25-34,Female,Student,16596,Non-Veg,High Protein/Fitness,Stressed,Dinner,North Indian,Spicy,Premium,Own App/Website,UPI,Under 20 min,Weekly Subscription,100,76,61,69,48,57,44,55,50,Comfort Food Combo Boxes,Breakfast & Snack Boxes,3,361,823,38,0,Medium,Low,High,54,Not Interested,Low Intent Lead,2,2,0,2,1,1,9,6,Budget,Mid Premium,Light,76.2,72.1,50.7,46.5,49.0,Nurture
MM103730,Mumbai,West,Metro,35-44,Female,Homemaker,108187,Eggetarian,Balanced Eating,Low Energy,Lunch,Fusion,Medium,Premium,Zomato/Swiggy,UPI,20-40 min,On-demand,43,51,75,62,9,85,39,64,52,Functional Beverages & Mood Drinks,Personalised Healthy Meal Bowls,5,508,1975,22,0,Low,Low,Medium,68,Interested,High Intent Lead,3,1,1,1,1,3,8,7,Upper Affluent,Premium,Light,64.4,33.6,53.2,52.8,41.9,Low Potential
MM103731,Bengaluru,South,Metro,25-34,Male,Creative/Media,26019,Non-Veg,High Protein/Fitness,Stressed,Dinner,Indian,Medium,Eco-friendly,WhatsApp/Instagram,UPI,Under 20 min,Weekly Subscription,54,60,40,70,73,57,0,70,85,Comfort Food Combo Boxes,Personalised Healthy Meal Bowls,6,412,2946,15,0,Low,Medium,Medium,56,Not Interested,Awareness/Consideration,2,1,0,1,2,2,9,6,Budget,Premium,Moderate,69.0,36.4,48.3,35.5,54.4,Nurture
MM103732,Chennai,South,Metro,18-24,Female,Homemaker,21028,Mixed/Flexible,High Protein/Fitness,Busy/Pressed for Time,Lunch,Mediterranean,Mild,Value/Functional,Zomato/Swiggy,Cash on Delivery,Under 20 min,Weekly Subscription,57,80,88,54,68,41,40,51,42,Personalised Healthy Meal Bowls,Breakfast & Snack Boxes,7,394,2094,10,1,Medium,Medium,High,88,Interested,Trial Ordered,1,1,1,2,2,4,9,6,Budget,Mid Premium,Moderate,78.0,35.8,55.6,56.0,64.0,High Potential
MM103733,Kolkata,East,Metro,18-24,Female,Corporate Professional,23723,Non-Veg,Balanced Eating,Stressed,Lunch,South Indian,Spicy,Value/Functional,Quick Commerce,UPI,Under 20 min,Weekly Subscription,74,79,33,53,56,91,67,30,40,Comfort Food Combo Boxes,Personalised Healthy Meal Bowls,2,354,869,24,1,Low,Medium,High,69,Interested,High Intent Lead,1,1,1,1,2,3,8,6,Budget,Mid Premium,Light,74.6,51.5,47.1,43.2,50.9,Nurture
MM103734,Delhi NCR,North,Metro,25-34,Female,Teacher/Academia,44869,Non-Veg,Convenience First,Health-Focused,Lunch,Fusion,Medium,Premium,WhatsApp/Instagram,Wallet,Under 20 min,On-demand,67,100,54,72,64,45,68,34,99,Comfort Food Combo Boxes,Personalised Healthy Meal Bowls,4,306,1083,26,0,Medium,Medium,High,69,Interested,Awareness/Consideration,2,1,1,2,2,2,5,6,Mass Premium,Mid Premium,Light,75.0,48.6,49.2,51.8,60.1,High Potential
MM103735,Kolkata,East,Metro,45-54,Male,Entrepreneur/Freelancer,175076,Veg,Convenience First,Health-Focused,Breakfast,South Indian,Spicy,Value/Functional,Quick Commerce,Cash on Delivery,Under 20 min,On-demand,39,72,57,98,67,59,83,70,81,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,5,624,2744,14,0,Low,Medium,High,75,Interested,Awareness/Consideration,4,1,1,1,2,2,5,6,Premium,High Premium,Moderate,62.4,27.8,58.6,69.2,63.8,High Potential
MM103736,Kolkata,East,Metro,45-54,Female,Homemaker,203138,Veg,Balanced Eating,Stressed,Lunch,Indian,Mild,Value/Functional,Zomato/Swiggy,UPI,20-40 min,Weekly Subscription,35,31,44,77,53,86,74,48,26,Personalised Healthy Meal Bowls,Office Lunch & Subscription Packs,4,679,3215,16,1,Low,Medium,Low,78,Interested,Repeat Customer,4,1,1,1,2,5,8,6,Premium,High Premium,Moderate,53.0,26.4,53.8,56.2,54.6,Nurture
MM103737,Mumbai,West,Metro,18-24,Male,Homemaker,20845,Mixed/Flexible,Weight Loss,Busy/Pressed for Time,Lunch,Indian,Medium,Value/Functional,Corporate Bulk,UPI,20-40 min,Weekly Subscription,43,71,76,72,55,57,26,37,28,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,4,430,1365,15,1,Medium,Medium,High,81,Interested,High Intent Lead,1,1,1,2,2,3,10,6,Budget,Premium,Light,77.0,30.4,56.8,39.0,59.3,Nurture
MM103738,Kolkata,East,Metro,25-34,Female,Retired,58963,Non-Veg,Weight Loss,Busy/Pressed for Time,Dinner,Indian,Medium,Premium,Zomato/Swiggy,Wallet,20-40 min,On-demand,58,88,74,73,40,65,83,38,41,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,6,354,2049,19,0,Low,Medium,High,60,Interested,High Intent Lead,2,1,1,1,2,3,10,6,Mass Premium,Mid Premium,Moderate,84.6,40.4,55.8,65.8,51.5,Nurture
MM103739,Ahmedabad,West,Tier 1,25-34,Female,Creative/Media,107390,Non-Veg,Balanced Eating,Happy/Social,Mid-evening Snack,North Indian,Mild,Eco-friendly,Quick Commerce,UPI,20-40 min,On-demand,26,64,59,40,44,44,23,55,44,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,4,576,2334,20,1,Low,Medium,Medium,70,Interested,Awareness/Consideration,2,2,1,1,2,2,8,6,Upper Affluent,High Premium,Moderate,67.8,23.3,41.1,39.8,47.4,Nurture
MM103740,Kolkata,East,Metro,45-54,Male,Student,6543,Veg,Comfort/Indulgence,Stressed,Dinner,South Indian,Medium,Eco-friendly,Quick Commerce,UPI,Planned/Subscription,Weekly Subscription,71,33,80,91,36,41,38,30,51,Comfort Food Combo Boxes,Functional Beverages & Mood Drinks,6,298,1373,27,1,Medium,Low,Medium,69,Interested,Trial Ordered,4,1,1,2,1,4,5,6,Budget,Mass,Light,44.8,51.2,55.8,46.7,51.7,Nurture
MM103741,Mumbai,West,Metro,35-44,Female,Homemaker,153105,Eggetarian,Convenience First,Happy/Social,Lunch,North Indian,Medium,Value/Functional,WhatsApp/Instagram,Credit/Debit Card,20-40 min,Weekly Subscription,73,38,56,78,31,47,31,55,71,Comfort Food Combo Boxes,Functional Beverages & Mood Drinks,4,691,2487,23,1,Low,Low,Medium,68,Interested,Trial Ordered,3,1,1,1,1,4,5,7,Premium,High Premium,Moderate,49.6,50.5,46.4,42.6,47.4,Nurture
MM103742,Jaipur,North,Tier 2,25-34,Male,Student,5050,Veg,Convenience First,Busy/Pressed for Time,Lunch,Indian,Mild,Eco-friendly,Own App/Website,UPI,Under 20 min,On-demand,56,47,70,74,20,65,40,17,54,Functional Beverages & Mood Drinks,Comfort Food Combo Boxes,5,222,995,35,0,Low,Low,Medium,45,Not Interested,Awareness/Consideration,2,3,0,1,1,2,5,6,Budget,Mass,Light,51.2,46.6,51.8,40.8,37.8,Low Potential
MM103743,Pune,West,Tier 1,25-34,Male,Creative/Media,62497,Non-Veg,Weight Loss,Stressed,Breakfast,Mediterranean,Spicy,Value/Functional,Zomato/Swiggy,UPI,Planned/Subscription,Weekly Subscription,83,54,66,73,44,36,45,78,11,Breakfast & Snack Boxes,Personalised Healthy Meal Bowls,4,359,1176,34,0,Medium,Low,Medium,41,Not Interested,Low Intent Lead,2,2,0,2,1,1,10,6,Affluent,Mid Premium,Light,69.3,61.0,48.2,55.4,43.4,Low Potential
MM103744,Coimbatore,South,Tier 2,35-44,Male,Healthcare/Service,168112,Eggetarian,Comfort/Indulgence,Busy/Pressed for Time,Dinner,South Indian,Medium,Eco-friendly,WhatsApp/Instagram,UPI,Under 20 min,Weekly Subscription,34,54,86,46,59,46,62,0,100,Comfort Food Combo Boxes,Office Lunch & Subscription Packs,6,585,2660,20,0,Medium,Medium,Medium,75,Interested,Awareness/Consideration,3,3,1,2,2,2,5,7,Premium,High Premium,Moderate,56.8,27.7,53.0,49.7,54.6,Nurture
MM103745,Hyderabad,South,Metro,25-34,Female,Corporate Professional,57853,Non-Veg,High Protein/Fitness,Health-Focused,Office Meal,Indian,Medium,Value/Functional,Own App/Website,UPI,Under 20 min,On-demand,49,91,85,100,52,42,71,34,80,Personalised Healthy Meal Bowls,Office Lunch & Subscription Packs,7,400,3376,24,1,Medium,Medium,High,87,Interested,Trial Ordered,2,1,1,2,2,4,9,6,Mass Premium,Mid Premium,Moderate,83.0,37.8,61.7,63.6,69.5,High Potential
MM103746,Lucknow,North,Tier 2,35-44,Male,Healthcare/Service,79924,Veg,Balanced Eating,Low Energy,Lunch,Indian,Mild,Eco-friendly,Quick Commerce,Cash on Delivery,20-40 min,Weekly Subscription,85,63,65,49,59,29,64,34,70,Functional Beverages & Mood Drinks,Comfort Food Combo Boxes,4,321,1038,29,0,Medium,Medium,Medium,36,Not Interested,Awareness/Consideration,3,3,0,2,2,2,8,6,Affluent,Mid Premium,Light,67.4,59.8,44.0,51.8,42.0,Low Potential
MM103747,Bengaluru,South,Metro,25-34,Female,Corporate Professional,135763,Veg,High Protein/Fitness,Stressed,Dinner,South Indian,Mild,Eco-friendly,Corporate Bulk,Wallet,Under 20 min,Weekly Subscription,71,66,60,69,40,31,25,27,52,Personalised Healthy Meal Bowls,Comfort Food Combo Boxes,5,591,3113,24,0,Low,Low,Medium,60,Interested,Trial Ordered,2,1,1,1,1,4,9,6,Upper Affluent,High Premium,Moderate,71.7,49.9,44.0,35.8,49.2,Nurture
MM103748,Indore,Central,Tier 2,45-54,Female,Entrepreneur/Freelancer,149071,Non-Veg,Comfort/Indulgence,Low Energy,Lunch,South Indian,Medium,Value/Functional,Quick Commerce,Credit/Debit Card,20-40 min,Weekly Subscription,60,58,73,72,52,64,26,37,84,Functional Beverages & Mood Drinks,Comfort Food Combo Boxes,3,385,968,25,1,Medium,Medium,Medium,81,Interested,Repeat Customer,4,3,1,2,2,5,5,6,Upper Affluent,Mid Premium,Light,56.1,44.2,56.9,36.6,56.6,Nurture
MM103749,Chennai,South,Metro,18-24,Female,Corporate Professional,15294,Mixed/Flexible,High Protein/Fitness,Happy/Social,Dinner,North Indian,Spicy,Premium,Zomato/Swiggy,UPI,20-40 min,On-demand,51,54,66,70,56,58,60,23,50,Functional Beverages & Mood Drinks,Office Lunch & Subscription Packs,4,214,879,23,1,Medium,Medium,Medium,52,Not Interested,Awareness/Consideration,1,1,0,2,2,2,9,6,Budget,Mass,Light,66.3,38.4,53.8,47.6,48.4,Nurture
MM103750,Pune,West,Tier 1,18-24,Male,Creative/Media,37362,Non-Veg,Balanced Eating,Busy/Pressed for Time,Dinner,Indian,Medium,Eco-friendly,Zomato/Swiggy,UPI,Planned/Subscription,On-demand,64,78,78,99,59,50,51,0,43,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,4,410,1999,26,0,Medium,Medium,High,57,Not Interested,Low Intent Lead,1,2,0,2,2,1,8,6,Mass Premium,Premium,Light,74.1,46.9,62.0,40.1,58.1,Nurture
MM103751,Hyderabad,South,Metro,18-24,Female,Student,20886,Non-Veg,Balanced Eating,Busy/Pressed for Time,Dinner,North Indian,Medium,Eco-friendly,WhatsApp/Instagram,Cash on Delivery,Planned/Subscription,On-demand,58,77,84,44,69,41,34,54,64,Personalised Healthy Meal Bowls,Breakfast & Snack Boxes,7,318,2344,19,0,Medium,Medium,Medium,75,Interested,Awareness/Consideration,1,1,1,2,2,2,8,6,Budget,Mid Premium,Moderate,73.6,40.4,52.6,53.7,58.7,Nurture
MM103752,Lucknow,North,Tier 2,25-34,Male,Creative/Media,52705,Veg,Balanced Eating,Busy/Pressed for Time,Mid-evening Snack,Indian,Mild,Value/Functional,WhatsApp/Instagram,Credit/Debit Card,20-40 min,On-demand,54,47,57,72,36,73,38,65,51,Breakfast & Snack Boxes,Personalised Healthy Meal Bowls,4,408,1887,30,1,Low,Low,Medium,52,Not Interested,Awareness/Consideration,2,3,0,1,1,2,8,6,Mass Premium,Premium,Light,60.2,43.2,51.5,48.0,43.1,Low Potential
MM103753,Ahmedabad,West,Tier 1,55+,Female,Entrepreneur/Freelancer,129317,Non-Veg,Balanced Eating,Low Energy,Lunch,Fusion,Mild,Value/Functional,Own App/Website,Credit/Debit Card,Under 20 min,On-demand,71,69,82,69,45,68,73,50,19,Functional Beverages & Mood Drinks,Personalised Healthy Meal Bowls,7,480,3163,32,1,Medium,Medium,Medium,79,Interested,Repeat Customer,5,2,1,2,2,5,8,6,Upper Affluent,Premium,Moderate,70.0,53.4,58.8,68.0,58.7,Nurture
MM103754,Chennai,South,Metro,35-44,Female,Corporate Professional,158530,Non-Veg,Convenience First,Low Energy,Dinner,North Indian,Medium,Eco-friendly,Corporate Bulk,Credit/Debit Card,20-40 min,Monthly Subscription,89,50,75,45,72,45,81,55,57,Office Lunch & Subscription Packs,Functional Beverages & Mood Drinks,6,645,4727,23,1,Medium,Medium,Medium,66,Interested,Awareness/Consideration,3,1,1,2,2,2,5,6,Premium,High Premium,Moderate,52.5,59.3,51.3,69.4,55.6,Nurture
MM103755,Bengaluru,South,Metro,25-34,Female,Student,24493,Veg,High Protein/Fitness,Busy/Pressed for Time,Breakfast,Indian,Spicy,Premium,Quick Commerce,Credit/Debit Card,Under 20 min,On-demand,87,60,42,71,50,93,71,59,19,Breakfast & Snack Boxes,Functional Beverages & Mood Drinks,7,292,2150,34,1,Low,Medium,Medium,55,Not Interested,Low Intent Lead,2,1,0,1,2,1,9,6,Budget,Mass,Moderate,69.0,63.2,52.9,63.4,49.4,Nurture
MM103756,Indore,Central,Tier 2,25-34,Male,Corporate Professional,64033,Veg,Balanced Eating,Stressed,Late-night Craving,Fusion,Spicy,Value/Functional,Zomato/Swiggy,UPI,Under 20 min,Weekly Subscription,49,51,60,53,61,28,43,22,29,Personalised Healthy Meal Bowls,Office Lunch & Subscription Packs,8,380,3469,17,1,Low,Medium,Medium,69,Interested,Trial Ordered,2,3,1,1,2,4,8,6,Affluent,Mid Premium,Moderate,62.0,34.6,43.4,47.7,53.7,Nurture
MM103757,Hyderabad,South,Metro,25-34,Male,Corporate Professional,129256,Non-Veg,High Protein/Fitness,Health-Focused,Mid-evening Snack,Pan-Asian,Medium,Eco-friendly,Quick Commerce,UPI,Under 20 min,On-demand,85,75,54,86,20,43,80,56,52,Personalised Healthy Meal Bowls,Office Lunch & Subscription Packs,8,628,4922,41,0,Low,Low,High,67,Interested,High Intent Lead,2,1,1,1,1,3,9,6,Upper Affluent,High Premium,Moderate,75.8,65.2,45.0,70.1,53.5,Nurture
MM103758,Indore,Central,Tier 2,18-24,Male,Corporate Professional,20171,Non-Veg,Comfort/Indulgence,Low Energy,Late-night Craving,Fusion,Medium,Value/Functional,Own App/Website,Credit/Debit Card,20-40 min,Monthly Subscription,41,8,64,66,47,44,50,29,61,Office Lunch & Subscription Packs,Functional Beverages & Mood Drinks,7,294,2485,14,1,Low,Medium,Low,54,Not Interested,Low Intent Lead,1,3,0,1,2,1,5,6,Budget,Mass,Moderate,33.6,28.8,48.2,50.8,42.8,Low Potential
MM103759,Lucknow,North,Tier 2,25-34,Male,Student,14523,Veg,Weight Loss,Happy/Social,Lunch,Indian,Medium,Premium,Zomato/Swiggy,UPI,Planned/Subscription,On-demand,47,86,54,71,52,100,67,48,42,Functional Beverages & Mood Drinks,Personalised Healthy Meal Bowls,2,204,314,21,0,Low,Medium,High,67,Interested,Awareness/Consideration,2,3,1,1,2,2,10,6,Budget,Mass,Light,83.7,35.3,58.2,50.9,52.5,Nurture
MM103760,Kolkata,East,Metro,35-44,Female,Creative/Media,111614,Veg,Balanced Eating,Stressed,Lunch,Indian,Medium,Value/Functional,Own App/Website,UPI,Planned/Subscription,On-demand,53,79,57,44,24,25,28,0,37,Personalised Healthy Meal Bowls,Comfort Food Combo Boxes,4,512,2207,16,1,Low,Low,Medium,61,Interested,High Intent Lead,3,1,1,1,1,3,8,6,Upper Affluent,Premium,Moderate,74.6,36.4,34.5,27.8,42.7,Low Potential
MM103761,Kolkata,East,Metro,35-44,Female,Healthcare/Service,210258,Non-Veg,Balanced Eating,Busy/Pressed for Time,Mid-evening Snack,North Indian,Spicy,Premium,Zomato/Swiggy,UPI,Planned/Subscription,On-demand,75,100,71,60,66,49,23,81,21,Personalised Healthy Meal Bowls,Breakfast & Snack Boxes,5,702,3417,41,1,Medium,Medium,High,68,Interested,High Intent Lead,3,1,1,2,2,3,8,6,Premium,High Premium,Moderate,84.0,59.7,53.0,50.1,60.8,High Potential
MM103762,Ahmedabad,West,Tier 1,35-44,Male,Corporate Professional,210734,Jain,Weight Loss,Stressed,Dinner,Indian,Mild,Eco-friendly,Corporate Bulk,Credit/Debit Card,20-40 min,On-demand,58,76,63,70,55,52,43,100,39,Personalised Healthy Meal Bowls,Breakfast & Snack Boxes,7,637,5166,14,1,Low,Medium,High,67,Interested,Trial Ordered,3,2,1,1,2,4,10,7,Premium,High Premium,Heavy,81.7,38.2,51.6,65.6,58.0,Nurture
MM103763,Hyderabad,South,Metro,25-34,Female,Creative/Media,100463,Vegan,High Protein/Fitness,Low Energy,Lunch,Pan-Asian,Spicy,Premium,Zomato/Swiggy,Wallet,Under 20 min,On-demand,56,100,50,84,41,61,31,76,24,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,4,629,2009,22,1,Low,Low,High,77,Interested,Trial Ordered,2,1,1,1,1,4,9,10,Upper Affluent,High Premium,Moderate,97.0,40.7,50.2,46.9,58.8,Nurture
MM103764,Delhi NCR,North,Metro,55+,Male,Corporate Professional,144200,Vegan,High Protein/Fitness,Stressed,Dinner,Indian,Spicy,Premium,WhatsApp/Instagram,Credit/Debit Card,20-40 min,On-demand,42,60,72,100,55,100,100,0,68,Office Lunch & Subscription Packs,Functional Beverages & Mood Drinks,4,603,2387,24,1,Medium,Medium,High,93,Interested,Trial Ordered,5,1,1,2,2,4,9,10,Upper Affluent,High Premium,Moderate,79.0,33.9,69.8,58.8,66.8,High Potential
MM103765,Delhi NCR,North,Metro,35-44,Female,Creative/Media,72509,Non-Veg,High Protein/Fitness,Happy/Social,Mid-evening Snack,North Indian,Spicy,Premium,Quick Commerce,Credit/Debit Card,20-40 min,On-demand,72,64,44,79,15,72,45,38,51,Functional Beverages & Mood Drinks,Comfort Food Combo Boxes,4,313,1156,27,0,Low,Low,Medium,47,Not Interested,Awareness/Consideration,3,1,0,1,1,2,9,6,Affluent,Mid Premium,Light,70.8,51.8,45.7,42.1,39.6,Low Potential
MM103766,Mumbai,West,Metro,35-44,Male,Teacher/Academia,43493,Veg,Balanced Eating,Busy/Pressed for Time,Mid-evening Snack,Continental,Mild,Value/Functional,Zomato/Swiggy,UPI,Under 20 min,Monthly Subscription,74,59,76,65,57,16,82,43,53,Office Lunch & Subscription Packs,Personalised Healthy Meal Bowls,7,353,2398,33,0,Medium,Medium,Medium,57,Not Interested,Low Intent Lead,3,1,0,2,2,1,8,6,Mass Premium,Mid Premium,Moderate,65.6,55.6,47.6,69.0,52.3,Nurture
MM103767,Bengaluru,South,Metro,25-34,Male,Corporate Professional,132823,Non-Veg,Balanced Eating,Low Energy,Lunch,Indian,Spicy,Value/Functional,Own App/Website,UPI,Under 20 min,On-demand,29,100,61,85,41,68,72,64,22,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,7,661,4991,13,0,Low,Medium,High,85,Interested,High Intent Lead,2,1,1,1,2,3,8,6,Upper Affluent,High Premium,Moderate,84.0,21.8,55.0,68.0,65.1,High Potential
MM103768,Delhi NCR,North,Metro,18-24,Male,Entrepreneur/Freelancer,35080,Eggetarian,High Protein/Fitness,Low Energy,Lunch,South Indian,Spicy,Eco-friendly,Zomato/Swiggy,UPI,20-40 min,On-demand,82,91,28,72,34,36,4,60,93,Functional Beverages & Mood Drinks,Personalised Healthy Meal Bowls,4,281,1258,38,1,Low,Low,High,68,Interested,High Intent Lead,1,1,1,1,1,3,9,7,Mass Premium,Mass,Light,85.4,62.2,35.1,28.8,51.4,Nurture
MM103769,Mumbai,West,Metro,25-34,Male,Creative/Media,119957,Veg,High Protein/Fitness,Low Energy,Office Meal,Indian,Spicy,Value/Functional,Zomato/Swiggy,UPI,20-40 min,On-demand,57,89,88,59,76,100,94,84,38,Functional Beverages & Mood Drinks,Breakfast & Snack Boxes,8,463,4140,17,1,Medium,High,High,82,Interested,Trial Ordered,2,1,1,2,3,4,9,6,Upper Affluent,Premium,Moderate,82.0,39.0,69.6,87.8,67.5,High Potential
MM103770,Delhi NCR,North,Metro,35-44,Female,Student,17633,Veg,Weight Loss,Low Energy,Lunch,Fusion,Spicy,Premium,Corporate Bulk,Credit/Debit Card,20-40 min,Weekly Subscription,30,71,91,45,73,61,29,27,8,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,5,316,1820,10,1,Medium,Medium,Medium,77,Interested,High Intent Lead,3,1,1,2,2,3,10,6,Budget,Mid Premium,Light,77.0,21.0,59.4,42.0,58.4,Nurture
MM103771,Hyderabad,South,Metro,18-24,Female,Entrepreneur/Freelancer,35082,Eggetarian,Balanced Eating,Busy/Pressed for Time,Dinner,North Indian,Medium,Eco-friendly,Zomato/Swiggy,Credit/Debit Card,Planned/Subscription,On-demand,51,70,64,63,28,30,44,24,2,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,7,270,2168,23,1,Low,Low,Medium,71,Interested,High Intent Lead,1,1,1,1,1,3,8,7,Mass Premium,Mass,Moderate,73.0,38.4,42.0,47.2,49.6,Nurture
MM103772,Jaipur,North,Tier 2,35-44,Female,Entrepreneur/Freelancer,86664,Veg,Comfort/Indulgence,Low Energy,Mid-evening Snack,North Indian,Mild,Eco-friendly,WhatsApp/Instagram,UPI,20-40 min,Weekly Subscription,57,57,28,62,78,34,29,61,100,Comfort Food Combo Boxes,Functional Beverages & Mood Drinks,3,480,1608,30,1,Low,Medium,Medium,53,Not Interested,Low Intent Lead,3,3,0,1,2,1,5,6,Affluent,Premium,Light,55.6,44.8,39.3,37.1,50.7,Nurture
MM103773,Jaipur,North,Tier 2,25-34,Male,Entrepreneur/Freelancer,170810,Jain,High Protein/Fitness,Low Energy,Breakfast,Fusion,Medium,Value/Functional,Zomato/Swiggy,UPI,20-40 min,On-demand,71,93,64,100,66,77,81,100,27,Breakfast & Snack Boxes,Functional Beverages & Mood Drinks,4,562,2055,22,0,Medium,Medium,High,69,Interested,Awareness/Consideration,2,3,1,2,2,2,9,7,Premium,High Premium,Moderate,86.4,49.0,64.5,75.0,64.8,High Potential
MM103774,Kolkata,East,Metro,25-34,Male,Corporate Professional,66744,Veg,High Protein/Fitness,Happy/Social,Late-night Craving,Indian,Spicy,Premium,Quick Commerce,Wallet,20-40 min,On-demand,38,92,49,45,77,56,38,73,45,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,4,439,1620,20,1,Low,Medium,High,77,Interested,High Intent Lead,2,1,1,1,2,3,9,6,Affluent,Premium,Light,83.4,29.9,46.4,48.8,59.1,Nurture
MM103775,Indore,Central,Tier 2,25-34,Male,Student,13358,Non-Veg,Balanced Eating,Busy/Pressed for Time,Mid-evening Snack,Indian,Mild,Eco-friendly,Zomato/Swiggy,UPI,Under 20 min,Weekly Subscription,81,72,89,94,36,30,60,14,29,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,3,324,924,38,1,Medium,Medium,High,71,Interested,Trial Ordered,2,3,1,2,2,4,8,6,Budget,Mid Premium,Light,71.4,61.6,56.9,46.8,55.1,Nurture
